"","unique_id","ent_by","year","site","fdate","round","observer","transect","t_c","quadrat","planted","f_number","count_unit","plant_genus","plant_species","plant_code","notes"
"4277","BV410751C46Small_white_unkown63","NA",2012,"BW",2012-06-15,"1","NA","4","C","6","no","3","NA","Erigeron","sp","CHECK","NA; cannot find; NA"
"4278","BV410751C47070","NA",2012,"BW",2012-06-15,"1","NA","4","C","7","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4279","BV410751C48080","NA",2012,"BW",2012-06-15,"1","NA","4","C","8","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4280","BV410751C49090","NA",2012,"BW",2012-06-15,"1","NA","4","C","9","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4281","BV410751T110hirta101","NA",2012,"BW",2012-06-15,"1","NA","1","T","10","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4282","BV410751T110pulchella102","NA",2012,"BW",2012-06-15,"1","NA","1","T","10","yes","2","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4283","BV410751T110tinctoria101","NA",2012,"BW",2012-06-15,"1","NA","1","T","10","yes","1","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4284","BV410751T11hirta12","NA",2012,"BW",2012-06-15,"1","NA","1","T","1","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4285","BV410751T12hirta22","NA",2012,"BW",2012-06-15,"1","NA","1","T","2","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4286","BV410751T12pulchella24","NA",2012,"BW",2012-06-15,"1","NA","1","T","2","yes","4","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4287","BV410751T12tinctoria21","NA",2012,"BW",2012-06-15,"1","NA","1","T","2","yes","1","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4288","BV410751T13ajacis31","NA",2012,"BW",2012-06-15,"1","NA","1","T","3","yes","1","flr","Consolida","ajacis","COAJ","NA; NA; NA"
"4289","BV410751T13pulchella36","NA",2012,"BW",2012-06-15,"1","NA","1","T","3","yes","6","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4290","BV410751T14philadelphicus423","NA",2012,"BW",2012-06-15,"1","NA","1","T","4","no","23","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4291","BV410751T15lanceolata56","NA",2012,"BW",2012-06-15,"1","NA","1","T","5","yes","6","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4292","BV410751T16hirta63","NA",2012,"BW",2012-06-15,"1","NA","1","T","6","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4293","BV410751T16philadelphicus646","NA",2012,"BW",2012-06-15,"1","NA","1","T","6","no","46","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4294","BV410751T16pulchella62","NA",2012,"BW",2012-06-15,"1","NA","1","T","6","yes","2","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4295","BV410751T17pulchella75","NA",2012,"BW",2012-06-15,"1","NA","1","T","7","yes","5","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4296","BV410751T17tinctoria725","NA",2012,"BW",2012-06-15,"1","NA","1","T","7","yes","25","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4297","BV410751T18hirta86","NA",2012,"BW",2012-06-15,"1","NA","1","T","8","yes","6","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4298","BV410751T18tinctoria814","NA",2012,"BW",2012-06-15,"1","NA","1","T","8","yes","14","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4299","BV410751T19lanceolata94","NA",2012,"BW",2012-06-15,"1","NA","1","T","9","yes","4","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4300","BV410751T21010","NA",2012,"BW",2012-06-15,"1","NA","2","T","1","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4301","BV410751T210ajacis1028","NA",2012,"BW",2012-06-15,"1","NA","2","T","10","yes","28","flr","Consolida","ajacis","COAJ","NA; NA; NA"
"4302","BV410751T210hirta106","NA",2012,"BW",2012-06-15,"1","NA","2","T","10","yes","6","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4303","BV410751T22hirta21","NA",2012,"BW",2012-06-15,"1","NA","2","T","2","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4304","BV410751T22pulchella21","NA",2012,"BW",2012-06-15,"1","NA","2","T","2","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4305","BV410751T23hirta33","NA",2012,"BW",2012-06-15,"1","NA","2","T","3","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4306","BV410751T23lanceolata31","NA",2012,"BW",2012-06-15,"1","NA","2","T","3","yes","1","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4307","BV410751T24hirta41","NA",2012,"BW",2012-06-15,"1","NA","2","T","4","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4308","BV410751T24lanceolata41","NA",2012,"BW",2012-06-15,"1","NA","2","T","4","yes","1","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4309","BV410751T25pulchella55","NA",2012,"BW",2012-06-15,"1","NA","2","T","5","yes","5","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4310","BV410751T26hirta64","NA",2012,"BW",2012-06-15,"1","NA","2","T","6","yes","4","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4311","BV410751T26pulchella62","NA",2012,"BW",2012-06-15,"1","NA","2","T","6","yes","2","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4312","BV410751T27ajacis724","NA",2012,"BW",2012-06-15,"1","NA","2","T","7","yes","24","flr","Consolida","ajacis","COAJ","NA; NA; NA"
"4313","BV410751T28hirta810","NA",2012,"BW",2012-06-15,"1","NA","2","T","8","yes","10","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4314","BV410751T28pulchella81","NA",2012,"BW",2012-06-15,"1","NA","2","T","8","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4315","BV410751T29hirta92","NA",2012,"BW",2012-06-15,"1","NA","2","T","9","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4316","BV410751T29pulchella91","NA",2012,"BW",2012-06-15,"1","NA","2","T","9","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4317","BV410751T29tinctoria99","NA",2012,"BW",2012-06-15,"1","NA","2","T","9","yes","9","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4318","BV410751T310hirta101","NA",2012,"BW",2012-06-15,"1","NA","3","T","10","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4319","BV410751T310lanceolata1021","NA",2012,"BW",2012-06-15,"1","NA","3","T","10","yes","21","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4320","BV410751T31hirta12","NA",2012,"BW",2012-06-15,"1","NA","3","T","1","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4321","BV410751T31philadelphicus11","NA",2012,"BW",2012-06-15,"1","NA","3","T","1","no","1","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4322","BV410751T32hirta22","NA",2012,"BW",2012-06-15,"1","NA","3","T","2","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4323","BV410751T32tinctoria27","NA",2012,"BW",2012-06-15,"1","NA","3","T","2","yes","7","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4324","BV410751T33hirta318","NA",2012,"BW",2012-06-15,"1","NA","3","T","3","yes","18","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4325","BV410751T33tinctoria33","NA",2012,"BW",2012-06-15,"1","NA","3","T","3","yes","3","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4326","BV410751T34hirta43","NA",2012,"BW",2012-06-15,"1","NA","3","T","4","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4327","BV410751T34lanceolata46","NA",2012,"BW",2012-06-15,"1","NA","3","T","4","yes","6","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4328","BV410751T34pulchella410","NA",2012,"BW",2012-06-15,"1","NA","3","T","4","yes","10","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4329","BV410751T35hirta51","NA",2012,"BW",2012-06-15,"1","NA","3","T","5","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4330","BV410751T35TAL523","NA",2012,"BW",2012-06-15,"1","NA","3","T","5","unknown","23","NA","TAL","TAL","CHECK","CHECK; cannot find; NA"
"4331","BV410751T36hirta612","NA",2012,"BW",2012-06-15,"1","NA","3","T","6","yes","12","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4332","BV410751T37hirta73","NA",2012,"BW",2012-06-15,"1","NA","3","T","7","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4333","BV410751T37pulchella74","NA",2012,"BW",2012-06-15,"1","NA","3","T","7","yes","4","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4334","BV410751T38hirta85","NA",2012,"BW",2012-06-15,"1","NA","3","T","8","yes","5","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4335","BV410751T39hirta91","NA",2012,"BW",2012-06-15,"1","NA","3","T","9","yes","1","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4336","BV410751T39pulchella91","NA",2012,"BW",2012-06-15,"1","NA","3","T","9","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4337","BV410751T410hirta106","NA",2012,"BW",2012-06-15,"1","NA","4","T","10","yes","6","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4338","BV410751T410pulchella102","NA",2012,"BW",2012-06-15,"1","NA","4","T","10","yes","2","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4339","BV410751T41hirta13","NA",2012,"BW",2012-06-15,"1","NA","4","T","1","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4340","BV410751T41lanceolata19","NA",2012,"BW",2012-06-15,"1","NA","4","T","1","yes","9","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4341","BV410751T41pulchella131","NA",2012,"BW",2012-06-15,"1","NA","4","T","1","yes","31","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4342","BV410751T42ajacis29","NA",2012,"BW",2012-06-15,"1","NA","4","T","2","yes","9","flr","Consolida","ajacis","COAJ","NA; NA; NA"
"4343","BV410751T42hirta23","NA",2012,"BW",2012-06-15,"1","NA","4","T","2","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4344","BV410751T42lanceolata24","NA",2012,"BW",2012-06-15,"1","NA","4","T","2","yes","4","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4345","BV410751T43hirta33","NA",2012,"BW",2012-06-15,"1","NA","4","T","3","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4346","BV410751T43philadelphicus386","NA",2012,"BW",2012-06-15,"1","NA","4","T","3","no","86","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4347","BV410751T43pulchella35","NA",2012,"BW",2012-06-15,"1","NA","4","T","3","yes","5","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4348","BV410751T43tinctoria31","NA",2012,"BW",2012-06-15,"1","NA","4","T","3","yes","1","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4349","BV410751T44philadelphicus446","NA",2012,"BW",2012-06-15,"1","NA","4","T","4","no","46","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4350","BV410751T45lanceolata52","NA",2012,"BW",2012-06-15,"1","NA","4","T","5","yes","2","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4351","BV410751T45pulchella51","NA",2012,"BW",2012-06-15,"1","NA","4","T","5","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4352","BV410751T46hirta62","NA",2012,"BW",2012-06-15,"1","NA","4","T","6","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4353","BV410751T46pulchella61","NA",2012,"BW",2012-06-15,"1","NA","4","T","6","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4354","BV410751T47hirta75","NA",2012,"BW",2012-06-15,"1","NA","4","T","7","yes","5","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4355","BV410751T47tinctoria725","NA",2012,"BW",2012-06-15,"1","NA","4","T","7","yes","25","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4356","BV410751T48hirta822","NA",2012,"BW",2012-06-15,"1","NA","4","T","8","yes","22","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4357","BV410751T48tinctoria81","NA",2012,"BW",2012-06-15,"1","NA","4","T","8","yes","1","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4358","BV410751T49lanceolata912","NA",2012,"BW",2012-06-15,"1","NA","4","T","9","yes","12","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4359","BV410922C1100100","NA",2012,"BW",2012-07-02,"2","NA","1","C","10","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4360","BV410922C11010","NA",2012,"BW",2012-07-02,"2","NA","1","C","1","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4361","BV410922C12perforatum241","NA",2012,"BW",2012-07-02,"2","NA","1","C","2","no","41","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4362","BV410922C13030","NA",2012,"BW",2012-07-02,"2","NA","1","C","3","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4363","BV410922C14040","NA",2012,"BW",2012-07-02,"2","NA","1","C","4","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4364","BV410922C15050","NA",2012,"BW",2012-07-02,"2","NA","1","C","5","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4365","BV410922C16060","NA",2012,"BW",2012-07-02,"2","NA","1","C","6","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4366","BV410922C17philadelphicus715","NA",2012,"BW",2012-07-02,"2","NA","1","C","7","no","15","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4367","BV410922C18080","NA",2012,"BW",2012-07-02,"2","NA","1","C","8","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4368","BV410922C19090","NA",2012,"BW",2012-07-02,"2","NA","1","C","9","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4369","BV410922T110philadelphicus1050","NA",2012,"BW",2012-07-02,"2","NA","1","T","10","no","50","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4370","BV410922T110tinctoria1027","NA",2012,"BW",2012-07-02,"2","NA","1","T","10","yes","27","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4371","BV410922T110tinctoriadupp105","NA",2012,"BW",2012-07-02,"2","NA","1","T","10","yes","5","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4372","BV410922T11hirta123","NA",2012,"BW",2012-07-02,"2","NA","1","T","1","yes","23","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4373","BV410922T11tinctoria13","NA",2012,"BW",2012-07-02,"2","NA","1","T","1","yes","3","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4374","BV410922T12hirta230","NA",2012,"BW",2012-07-02,"2","NA","1","T","2","yes","30","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4375","BV410922T13hirta318","NA",2012,"BW",2012-07-02,"2","NA","1","T","3","yes","18","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4376","BV410922T14hirta45","NA",2012,"BW",2012-07-02,"2","NA","1","T","4","yes","5","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4377","BV410922T15hirta53","NA",2012,"BW",2012-07-02,"2","NA","1","T","5","yes","3","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4378","BV410922T16hirta678","NA",2012,"BW",2012-07-02,"2","NA","1","T","6","yes","78","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4379","BV410922T16pulchella61","NA",2012,"BW",2012-07-02,"2","NA","1","T","6","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4380","BV410922T17hirta730","NA",2012,"BW",2012-07-02,"2","NA","1","T","7","yes","30","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4381","BV410922T18hirta855","NA",2012,"BW",2012-07-02,"2","NA","1","T","8","yes","55","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4382","BV410922T18tinctoria83","NA",2012,"BW",2012-07-02,"2","NA","1","T","8","yes","3","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4383","BV410922T19tinctoria948","NA",2012,"BW",2012-07-02,"2","NA","1","T","9","yes","48","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4384","BV410922T23Esuiqium3147","NA",2012,"BW",2012-07-02,"2","NA","2","T","3","no","147","NA","Esuiqium","sp","CHECK","data entry error; note says ""data entry error""; NA"
"4385","BV411283C1100100","NA",2012,"BW",2012-08-07,"3","NA","1","C","10","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4386","BV411283C11010","NA",2012,"BW",2012-08-07,"3","NA","1","C","1","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4387","BV411283C12020","NA",2012,"BW",2012-08-07,"3","NA","1","C","2","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4388","BV411283C13Smallwhiteunk319","NA",2012,"BW",2012-08-07,"3","NA","1","C","3","no","19","NA","Erigeron","sp","CHECK","NA; cannot find; NA"
"4389","BV411283C14040","NA",2012,"BW",2012-08-07,"3","NA","1","C","4","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4390","BV411283C15050","NA",2012,"BW",2012-08-07,"3","NA","1","C","5","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4391","BV411283C16perforatum65","NA",2012,"BW",2012-08-07,"3","NA","1","C","6","no","5","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4392","BV411283C17perforatum73","NA",2012,"BW",2012-08-07,"3","NA","1","C","7","no","3","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4393","BV411283C18080","NA",2012,"BW",2012-08-07,"3","NA","1","C","8","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4394","BV411283C19090","NA",2012,"BW",2012-08-07,"3","NA","1","C","9","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4395","BV411283C2100100","NA",2012,"BW",2012-08-07,"3","NA","2","C","10","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4396","BV411283C21010","NA",2012,"BW",2012-08-07,"3","NA","2","C","1","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4397","BV411283C22Smallwhiteunk28","NA",2012,"BW",2012-08-07,"3","NA","2","C","2","no","8","NA","Erigeron","sp","CHECK","NA; cannot find; NA"
"4398","BV411283C23perforatum36","NA",2012,"BW",2012-08-07,"3","NA","2","C","3","no","6","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4399","BV411283C24perforatum49","NA",2012,"BW",2012-08-07,"3","NA","2","C","4","no","9","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4400","BV411283C25050","NA",2012,"BW",2012-08-07,"3","NA","2","C","5","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4401","BV411283C26060","NA",2012,"BW",2012-08-07,"3","NA","2","C","6","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4402","BV411283C27070","NA",2012,"BW",2012-08-07,"3","NA","2","C","7","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4403","BV411283C28perforatum81","NA",2012,"BW",2012-08-07,"3","NA","2","C","8","no","1","flr","Hypericum","perforatum","HYPE","NA; NA; NA"
"4404","BV411283C29090","NA",2012,"BW",2012-08-07,"3","NA","2","C","9","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4405","BV411283C3100100","NA",2012,"BW",2012-08-07,"3","NA","3","C","10","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4406","BV411283C31010","NA",2012,"BW",2012-08-07,"3","NA","3","C","1","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4407","BV411283C32020","NA",2012,"BW",2012-08-07,"3","NA","3","C","2","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4408","BV411283C33030","NA",2012,"BW",2012-08-07,"3","NA","3","C","3","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4409","BV411283C34040","NA",2012,"BW",2012-08-07,"3","NA","3","C","4","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4410","BV411283C35050","NA",2012,"BW",2012-08-07,"3","NA","3","C","5","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4411","BV411283C36060","NA",2012,"BW",2012-08-07,"3","NA","3","C","6","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4412","BV411283C37070","NA",2012,"BW",2012-08-07,"3","NA","3","C","7","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4413","BV411283C38080","NA",2012,"BW",2012-08-07,"3","NA","3","C","8","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4414","BV411283C39090","NA",2012,"BW",2012-08-07,"3","NA","3","C","9","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4415","BV411283C4100100","NA",2012,"BW",2012-08-07,"3","NA","4","C","10","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4416","BV411283C41Yellow1114","NA",2012,"BW",2012-08-07,"3","NA","4","C","1","no","14","NA","Yellow1","Yellow1","CHECK","NA; cannot find; NA"
"4417","BV411283C41yellow211","NA",2012,"BW",2012-08-07,"3","NA","4","C","1","no","1","NA","yellow2","yellow2","CHECK","NA; cannot find; NA"
"4418","BV411283C42020","NA",2012,"BW",2012-08-07,"3","NA","4","C","2","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4419","BV411283C43030","NA",2012,"BW",2012-08-07,"3","NA","4","C","3","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4420","BV411283C44040","NA",2012,"BW",2012-08-07,"3","NA","4","C","4","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4421","BV411283C45050","NA",2012,"BW",2012-08-07,"3","NA","4","C","5","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4422","BV411283C46060","NA",2012,"BW",2012-08-07,"3","NA","4","C","6","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4423","BV411283C47070","NA",2012,"BW",2012-08-07,"3","NA","4","C","7","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4424","BV411283C48080","NA",2012,"BW",2012-08-07,"3","NA","4","C","8","no","0","NA","NONE","NONE","NONE","NA; NA; NA"
"4425","BV411283C49philadelphicus966","NA",2012,"BW",2012-08-07,"3","NA","4","C","9","no","66","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4426","BV411283T110hirta1013","NA",2012,"BW",2012-08-07,"3","NA","1","T","10","yes","13","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4427","BV411283T11canadensis120","NA",2012,"BW",2012-08-07,"3","NA","1","T","1","no","20","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4428","BV411283T11hirta115","NA",2012,"BW",2012-08-07,"3","NA","1","T","1","yes","15","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4429","BV411283T11pulchella15","NA",2012,"BW",2012-08-07,"3","NA","1","T","1","yes","5","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4430","BV411283T12canadensis220","NA",2012,"BW",2012-08-07,"3","NA","1","T","2","no","20","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4431","BV411283T12hirta226","NA",2012,"BW",2012-08-07,"3","NA","1","T","2","yes","26","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4432","BV411283T13canadensis350","NA",2012,"BW",2012-08-07,"3","NA","1","T","3","no","50","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4433","BV411283T13hirta34","NA",2012,"BW",2012-08-07,"3","NA","1","T","3","yes","4","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4434","BV411283T13pulchella37","NA",2012,"BW",2012-08-07,"3","NA","1","T","3","yes","7","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4435","BV411283T13Talltinywhiteaster3100","NA",2012,"BW",2012-08-07,"3","NA","1","T","3","unknown","100","NA","Talltinywhiteaster","Talltinywhiteaster","CHECK","CHECK; same as ""tiny white aster"" field name from the herbarium?; NA"
"4436","BV411283T14hirta412","NA",2012,"BW",2012-08-07,"3","NA","1","T","4","yes","12","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4437","BV411283T15canadensis550","NA",2012,"BW",2012-08-07,"3","NA","1","T","5","no","50","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4438","BV411283T15hirta511","NA",2012,"BW",2012-08-07,"3","NA","1","T","5","yes","11","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4439","BV411283T15pulchella53","NA",2012,"BW",2012-08-07,"3","NA","1","T","5","yes","3","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4440","BV411283T16canadensis650","NA",2012,"BW",2012-08-07,"3","NA","1","T","6","no","50","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4441","BV411283T16hirta613","NA",2012,"BW",2012-08-07,"3","NA","1","T","6","yes","13","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4442","BV411283T16pulchella61","NA",2012,"BW",2012-08-07,"3","NA","1","T","6","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4443","BV411283T17canadensis780","NA",2012,"BW",2012-08-07,"3","NA","1","T","7","no","80","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4444","BV411283T17hirta72","NA",2012,"BW",2012-08-07,"3","NA","1","T","7","yes","2","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4445","BV411283T17lanceolata71","NA",2012,"BW",2012-08-07,"3","NA","1","T","7","yes","1","head","Coreopsis","lanceolata","COLA5","NA; NA; NA"
"4446","BV411283T17pulchella73","NA",2012,"BW",2012-08-07,"3","NA","1","T","7","yes","3","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4447","BV411283T18hirta812","NA",2012,"BW",2012-08-07,"3","NA","1","T","8","yes","12","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4448","BV411283T18pulchella81","NA",2012,"BW",2012-08-07,"3","NA","1","T","8","yes","1","head","Gaillardia","pulchella","GAPU","NA; NA; NA"
"4449","BV411283T18tinctoria83","NA",2012,"BW",2012-08-07,"3","NA","1","T","8","yes","3","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4450","BV411283T19canadensis940","NA",2012,"BW",2012-08-07,"3","NA","1","T","9","no","40","NA","Conyza","canadensis","COCA5","NA; NA; NA"
"4451","BV411283T19hirta95","NA",2012,"BW",2012-08-07,"3","NA","1","T","9","yes","5","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4452","BV411283T19tinctoria92","NA",2012,"BW",2012-08-07,"3","NA","1","T","9","yes","2","head","Coreopsis","tinctoria","COTI3","NA; NA; NA"
"4453","BV411283T210hirta1045","NA",2012,"BW",2012-08-07,"3","NA","2","T","10","yes","45","head","Rudbeckia","hirta","RUHI2","NA; NA; NA"
"4454","BV411283T210philadelphicus1019","NA",2012,"BW",2012-08-07,"3","NA","2","T","10","no","19","NA","Erigeron","philadelphicus","ERPH","NA; NA; NA"
"4455","BV411283T21canadensis120","NA",2012,"BW",2012-08-07,"3","NA","2","T","1","no","20","NA","Conyza","canadensis","COCA5","NA; NA; NA"
