"","uniqueID","year","month","day","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","det","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code","plant_genus","plant_species","planted","collector","latitude","longitude"
"3544","XCIG2014_2107","2014","7","12","2",2014-07-12,"BW","PM","2","T",NA,"Hylaeus","mesillae","NA","m","Gibbs","",2014-12-01,"bee","NA","ERAN","Erigeron","annuus","NA","MR","39.536073","-74.932563"
"3545","XCIG2014_2108","2014","7","12","2",2014-07-12,"BW","PM","2","T",NA,"Hylaeus","affinis_modestus","NA","m","Gibbs","modestus originally in DB unsure now",2014-12-01,"bee","NA","ERAN","Erigeron","annuus","NA","MR","39.536073","-74.932563"
"3546","XCIG2014_2109","2014","7","12","2",2014-07-12,"BW","AM","2","T",NA,"Hylaeus","mesillae","NA","m","Gibbs","",2014-12-01,"bee","NA","ERAN","Erigeron","annuus","NA","MR","39.536073","-74.932563"
"3547","XCIG2014_2110","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3548","XCIG2014_2111","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","pensylvanicus","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3549","XCIG2014_2112","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3550","XCIG2014_2113","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","bimaculatus","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3551","XCIG2014_2114","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","bimaculatus","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3552","XCIG2014_2115","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3553","XCIG2014_2116","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3554","XCIG2014_2117","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3555","XCIG2014_2118","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3556","XCIG2014_2119","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3557","XCIG2014_2120","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Coelioxys","sayi","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3558","XCIG2014_2121","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3559","XCIG2014_2122","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3560","XCIG2014_2123","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Agapostemon","splendens","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3561","XCIG2014_2124","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3562","XCIG2014_2125","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3563","XCIG2014_2126","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Megachile","frugalis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3564","XCIG2014_2127","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Megachile","mendica","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3565","XCIG2014_2128","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3566","XCIG2014_2129","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3567","XCIG2014_2130","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3568","XCIG2014_2131","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Megachile","xylocopoides","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3569","XCIG2014_2132","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3570","XCIG2014_2133","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3571","XCIG2014_2134","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3572","XCIG2014_2135","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3573","XCIG2014_2136","2014","7","17","2",2014-07-17,"MA","AM","2","C",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","Hierac","NA","NA","NA","MR","39.264481","-74.719008"
"3574","XCIG2014_2140","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3575","XCIG2014_2141","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3576","XCIG2014_2142","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3577","XCIG2014_2143","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3578","XCIG2014_2144","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3579","XCIG2014_2148","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","bimaculatus","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3580","XCIG2014_2149","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3581","XCIG2014_2150","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3582","XCIG2014_2151","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3583","XCIG2014_2152","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3584","XCIG2014_2153","2014","7","17","2",2014-07-17,"MA","PM","2","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3585","XCIG2014_2154","2014","7","17","2",2014-07-17,"MA","AM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","Solanum carolinense","Solanum","carolinense","NA","MR","39.263113","-74.719499"
"3586","XCIG2014_2155","2014","7","17","2",2014-07-17,"MA","AM","1","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","Linum","NA","NA","NA","MR","39.264481","-74.719008"
"3587","XCIG2014_2158","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Ceratina","strenua","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3588","XCIG2014_2159","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3589","XCIG2014_2160","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Agapostemon","virescens","NA","f","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3590","XCIG2014_2161","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Agapostemon","splendens","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3591","XCIG2014_2162","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3592","XCIG2014_2163","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","HEDE","Helianthus","decapetalus","NA","MR","39.263113","-74.719499"
"3593","XCIG2014_2164","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3594","XCIG2014_2165","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3595","XCIG2014_2166","2014","7","17","2",2014-07-17,"MA","AM","2","T",NA,"Bombus","bimaculatus","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3596","XCIG2014_2167","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","bimaculatus","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3597","XCIG2014_2168","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3598","XCIG2014_2169","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3599","XCIG2014_2170","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3600","XCIG2014_2171","2014","7","17","2",2014-07-17,"MA","PM","1","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","39.263113","-74.719499"
"3601","XCIG2014_2222","2014","7","18","2",2014-07-18,"ME","AM","2","T",NA,"Lasioglossum","imitatum","NA","f","Gibbs","",2014-12-01,"bee","NA","CHFA2 nectary","Chamaecrista_nectar","fasciculata","NA","JZ","40.47808","-74.51931"
"3602","XCIG2014_2223","2014","7","18","2",2014-07-18,"ME","AM","2","T",NA,"Lasioglossum","imitatum","NA","f","Gibbs","",2014-12-01,"bee","NA","CHFA2 nectary","Chamaecrista_nectar","fasciculata","NA","JZ","40.47808","-74.51931"
"3603","XCIG2014_2224","2014","7","18","2",2014-07-18,"ME","AM","2","T",NA,"Lasioglossum","imitatum","NA","f","Gibbs","",2014-12-01,"bee","NA","CHFA2 nectary","Chamaecrista_nectar","fasciculata","NA","JZ","40.47808","-74.51931"
"3604","XCIG2014_2225","2014","7","18","2",2014-07-18,"ME","AM","2","T",NA,"Lasioglossum","hitchensi","NA","f","Gibbs","",2014-12-01,"bee","NA","CHFA2 nectary","Chamaecrista_nectar","fasciculata","NA","JZ","40.47808","-74.51931"
"3605","XCIG2014_2226","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3606","XCIG2014_2227","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3607","XCIG2014_2228","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3608","XCIG2014_2229","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3609","XCIG2014_2230","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3610","XCIG2014_2231","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3611","XCIG2014_2232","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","fervidus","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3612","XCIG2014_2233","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3613","XCIG2014_2234","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","perplexus","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3614","XCIG2014_2235","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Bombus","perplexus","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.695583","-74.755843"
"3615","XCIG2014_2238","2014","7","18","2",2014-07-18,"FH","PM","2","T",NA,"Lasioglossum","versatum","NA","f","Gibbs","",2014-12-01,"bee","NA","PLLA","Plantago","lanceolata","NA","KH","40.695583","-74.755843"
"3616","XCIG2014_2239","2014","7","18","2",2014-07-18,"FH","PM","2","T",NA,"Lasioglossum","hitchensi","NA","f","Gibbs","",2014-12-01,"bee","NA","PLLA","Plantago","lanceolata","NA","MR","40.695583","-74.755843"
"3617","XCIG2014_2240","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","ACMI2","Achillea","millefolium","NA","MR","40.695583","-74.755843"
"3618","XCIG2014_2241","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","ECPU","Echinacea","purpurea","NA","KH","40.694391","-74.754039"
"3619","XCIG2014_2242","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3620","XCIG2014_2243","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Bombus","bimaculatus","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3621","XCIG2014_2244","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3622","XCIG2014_2245","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3623","XCIG2014_2246","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3624","XCIG2014_2247","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3625","XCIG2014_2248","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3626","XCIG2014_2249","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3627","XCIG2014_2250","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","KH","40.694391","-74.754039"
"3628","XCIG2014_2251","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3629","XCIG2014_2252","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3630","XCIG2014_2253","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3631","XCIG2014_2254","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3632","XCIG2014_2255","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3633","XCIG2014_2256","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3634","XCIG2014_2257","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3635","XCIG2014_2258","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3636","XCIG2014_2259","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3637","XCIG2014_2260","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3638","XCIG2014_2261","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3639","XCIG2014_2262","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3640","XCIG2014_2263","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","bimaculatus","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3641","XCIG2014_2264","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3642","XCIG2014_2265","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3643","XCIG2014_2266","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","m","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3644","XCIG2014_2267","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","vagans","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3645","XCIG2014_2268","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3646","XCIG2014_2269","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3647","XCIG2014_2270","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3648","XCIG2014_2271","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Ceratina","calcarata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3649","XCIG2014_2272","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3650","XCIG2014_2273","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Augochlorella","aurata","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3651","XCIG2014_2274","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Augochlorella","persimilis","NA","f","Gibbs","",2014-12-01,"bee","NA","MOFI","Monarda","fistulosa","NA","MR","40.694391","-74.754039"
"3652","XCIG2014_2278","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","griseocollis","NA","f","Gibbs","",2014-12-01,"bee","NA","ALVI","NA","NA","NA","MR","40.694391","-74.754039"
"3653","XCIG2014_2279","2014","7","18","2",2014-07-18,"FH","PM","1","T",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","RUHI2","Rudbeckia","hirta","NA","MR","40.695583","-74.755843"
"3654","XCIG2014_2281","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Hylaeus","mesillae","NA","f","Gibbs","",2014-12-01,"bee","NA","LEVU","Leucanthemum","vulgare","NA","MR","40.694391","-74.754039"
"3655","XCIG2014_2282","2014","7","18","2",2014-07-18,"FH","PM","2","C",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","MR","40.694391","-74.754039"
"3656","XCIG2014_2283","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Halictus","ligatus","NA","m","Gibbs","",2014-12-01,"bee","NA","RULA","Rubus","laciniatus","NA","KH","40.694391","-74.754039"
"3657","XCIG2014_2284","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Halictus","ligatus","NA","m","Gibbs","",2014-12-01,"bee","NA","RULA","Rubus","laciniatus","NA","KH","40.694391","-74.754039"
"3658","XCIG2014_2285","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","RULA","Rubus","laciniatus","NA","KH","40.694391","-74.754039"
"3659","XCIG2014_2286","2014","7","18","2",2014-07-18,"FH","PM","1","C",NA,"Halictus","ligatus","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","KH","40.694391","-74.754039"
"3660","XCIG2014_2287","2014","7","18","2",2014-07-18,"FH","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","KH","40.695583","-74.755843"
"3661","XCIG2014_2288","2014","7","18","2",2014-07-18,"FH","PM","2","T",NA,"Bombus","impatiens","NA","f","Gibbs","",2014-12-01,"bee","NA","MEAR4","Clinopodium","vulgare","NA","KH","40.695583","-74.755843"
